Measure Names,Race,Sex,Year,Average Life Expectancy,Mortality
Mortality,All Races,Female,1954,,1109.7
Mortality,All Races,Female,1955,,1121.9
Mortality,All Races,Female,1956,,1117.5
Mortality,All Races,Female,1957,,1134.5
Mortality,All Races,Female,1958,,1120.9
Mortality,All Races,Female,1959,,1093.5
Mortality,All Races,Female,1960,,1105.3
Mortality,All Races,Female,1961,,1068.5
Mortality,All Races,Female,1962,,1087.1
Mortality,All Races,Female,1963,,1098.5
Mortality,All Races,Female,1964,,1061.5
Mortality,All Races,Female,1965,,1056.1
Mortality,All Races,Female,1966,,1055.3
Mortality,All Races,Female,1967,,1020.5
Mortality,All Races,Female,1968,,1043.5
Mortality,All Races,Female,1969,,1013.4
Mortality,All Races,Female,1970,,971.4
Mortality,All Races,Female,1971,,960.6
Mortality,All Races,Female,1972,,958.7
Mortality,All Races,Female,1973,,947.8
Mortality,All Races,Female,1974,,907.5
Mortality,All Races,Female,1975,,855.1
Mortality,All Races,Female,1976,,849.4
Mortality,All Races,Female,1977,,820.7
Mortality,All Races,Female,1978,,816.4
Mortality,All Races,Female,1979,,789.9
Mortality,All Races,Female,1980,,817.7
Mortality,All Races,Female,1981,,792.7
Mortality,All Races,Female,1982,,776.4
Mortality,All Races,Female,1983,,783.3
Mortality,All Races,Female,1984,,779.4
Mortality,All Races,Female,1985,,784.2
Mortality,All Races,Female,1986,,778.5
Mortality,All Races,Female,1987,,773.8
Mortality,All Races,Female,1988,,780.5
Mortality,All Races,Female,1989,,761.3
Mortality,All Races,Female,1990,,750.3
Mortality,All Races,Female,1991,,737.9
Mortality,All Races,Female,1992,,725.3
Mortality,All Races,Female,1993,,745.6
Mortality,All Races,Female,1994,,738.3
Mortality,All Races,Female,1995,,739.2
Mortality,All Races,Female,1996,,732.7
Mortality,All Races,Female,1997,,725.3
Mortality,All Races,Female,1998,,724.2
Mortality,All Races,Female,1999,,734.0
Mortality,All Races,Female,2000,,731.4
Mortality,All Races,Female,2001,,725.6
Mortality,All Races,Female,2002,,723.6
Mortality,All Races,Female,2003,,715.2
Mortality,All Races,Female,2004,,690.5
Mortality,All Races,Female,2005,,692.3
Mortality,All Races,Female,2006,,672.2
Mortality,All Races,Female,2007,,658.1
Mortality,All Races,Female,2008,,660.0
Mortality,All Races,Female,2009,,636.8
Mortality,All Races,Female,2010,,634.9
Mortality,All Races,Female,2011,,632.4
Mortality,All Races,Female,2012,,624.7
Mortality,All Races,Female,2013,,623.5
Mortality,All Races,Male,1900,,2630.8
Mortality,All Races,Male,1901,,2600.5
Mortality,All Races,Male,1902,,2447.9
Mortality,All Races,Male,1903,,2513.5
Mortality,All Races,Male,1904,,2652.9
Mortality,All Races,Male,1905,,2565.5
Mortality,All Races,Male,1906,,2553.6
Mortality,All Races,Male,1907,,2660.3
Mortality,All Races,Male,1908,,2433.4
Mortality,All Races,Male,1909,,2385.7
Mortality,All Races,Male,1910,,2459.9
Mortality,All Races,Male,1911,,2374.5
Mortality,All Races,Male,1912,,2352.8
Mortality,All Races,Male,1913,,2351.2
Mortality,All Races,Male,1914,,2286.1
Mortality,All Races,Male,1915,,2302.6
Mortality,All Races,Male,1916,,2406.2
Mortality,All Races,Male,1917,,2427.8
Mortality,All Races,Male,1918,,2740.5
Mortality,All Races,Male,1919,,2141.5
Mortality,All Races,Male,1920,,2213.2
Mortality,All Races,Male,1921,,2025.0
Mortality,All Races,Male,1922,,2131.8
Mortality,All Races,Male,1923,,2229.5
Mortality,All Races,Male,1924,,2146.9
Mortality,All Races,Male,1925,,2178.0
Mortality,All Races,Male,1926,,2262.2
Mortality,All Races,Male,1927,,2113.8
Mortality,All Races,Male,1928,,2256.3
Mortality,All Races,Male,1929,,2219.7
Mortality,All Races,Male,1930,,2088.8
Mortality,All Races,Male,1931,,2047.4
Mortality,All Races,Male,1932,,2036.4
Mortality,All Races,Male,1933,,2002.0
Mortality,All Races,Male,1934,,2056.7
Mortality,All Races,Male,1935,,2031.2
Mortality,All Races,Male,1936,,2148.5
Mortality,All Races,Male,1937,,2072.8
Mortality,All Races,Male,1938,,1932.4
Mortality,All Races,Male,1939,,1937.2
Mortality,All Races,Male,1940,,1976.0
Mortality,All Races,Male,1941,,1894.3
Mortality,All Races,Male,1942,,1835.1
Mortality,All Races,Male,1943,,1907.7
Mortality,All Races,Male,1944,,1821.6
Mortality,All Races,Male,1945,,1791.6
Mortality,All Races,Male,1946,,1727.6
Mortality,All Races,Male,1947,,1743.0
Mortality,All Races,Male,1948,,1720.5
Mortality,All Races,Male,1949,,1676.7
Mortality,All Races,Male,1950,,1674.2
Mortality,All Races,Male,1951,,1651.7
Mortality,All Races,Male,1952,,1620.8
Mortality,All Races,Male,1953,,1619.0
Mortality,All Races,Male,1954,,1540.7
Mortality,All Races,Male,1955,,1565.2
Mortality,All Races,Male,1956,,1575.5
Mortality,All Races,Male,1957,,1606.7
Mortality,All Races,Male,1958,,1596.3
Mortality,All Races,Male,1959,,1573.4
Mortality,All Races,Male,1960,,1609.0
Mortality,All Races,Male,1961,,1567.6
Mortality,All Races,Male,1962,,1604.4
Mortality,All Races,Male,1963,,1644.0
Mortality,All Races,Male,1964,,1597.0
Mortality,All Races,Male,1965,,1614.3
Mortality,All Races,Male,1966,,1624.2
Mortality,All Races,Male,1967,,1591.8
Mortality,All Races,Male,1968,,1635.2
Mortality,All Races,Male,1969,,1601.4
Mortality,All Races,Male,1970,,1542.1
Mortality,All Races,Male,1971,,1542.5
Mortality,All Races,Male,1972,,1551.1
Mortality,All Races,Male,1973,,1537.5
Mortality,All Races,Male,1974,,1478.5
Mortality,All Races,Male,1975,,1417.4
Mortality,All Races,Male,1976,,1404.3
Mortality,All Races,Male,1977,,1369.3
Mortality,All Races,Male,1978,,1358.1
Mortality,All Races,Male,1979,,1316.2
Mortality,All Races,Male,1980,,1347.6
Mortality,All Races,Male,1981,,1308.2
Mortality,All Races,Male,1982,,1279.9
Mortality,All Races,Male,1983,,1284.4
Mortality,All Races,Male,1984,,1271.0
Mortality,All Races,Male,1985,,1277.6
Mortality,All Races,Male,1986,,1261.5
Mortality,All Races,Male,1987,,1245.7
Mortality,All Races,Male,1988,,1250.0
Mortality,All Races,Male,1989,,1214.2
Mortality,All Races,Male,1990,,1202.0
Mortality,All Races,Male,1991,,1180.2
Mortality,All Races,Male,1992,,1158.0
Mortality,All Races,Male,1993,,1177.0
Mortality,All Races,Male,1994,,1155.1
Mortality,All Races,Male,1995,,1143.6
Mortality,All Races,Male,1996,,1115.2
Mortality,All Races,Male,1997,,1087.7
Mortality,All Races,Male,1998,,1068.9
Mortality,All Races,Male,1999,,1067.0
Mortality,All Races,Male,2000,,1053.8
Mortality,All Races,Male,2001,,1035.3
Mortality,All Races,Male,2002,,1030.6
Mortality,All Races,Male,2003,,1010.3
Mortality,All Races,Male,2004,,973.3
Mortality,All Races,Male,2005,,971.9
Mortality,All Races,Male,2006,,943.4
Mortality,All Races,Male,2007,,922.9
Mortality,All Races,Male,2008,,918.8
Mortality,All Races,Male,2009,,890.9
Mortality,All Races,Male,2010,,887.1
Mortality,All Races,Male,2011,,875.3
Mortality,All Races,Male,2012,,865.1
Mortality,All Races,Male,2013,,863.6
Mortality,Black,Both Sexes,1900,,3423.3
Mortality,Black,Both Sexes,1901,,3338.4
Mortality,Black,Both Sexes,1902,,3190.4
Mortality,Black,Both Sexes,1903,,3373.7
Mortality,Black,Both Sexes,1904,,3586.2
Mortality,Black,Both Sexes,1905,,3440.1
Mortality,Black,Both Sexes,1906,,3223.4
Mortality,Black,Both Sexes,1907,,3295.1
Mortality,Black,Both Sexes,1908,,3048.2
Mortality,Black,Both Sexes,1909,,3006.9
Mortality,Black,Both Sexes,1910,,2983.5
Mortality,Black,Both Sexes,1911,,3000.6
Mortality,Black,Both Sexes,1912,,2959.2
Mortality,Black,Both Sexes,1913,,2906.6
Mortality,Black,Both Sexes,1914,,2914.6
Mortality,Black,Both Sexes,1915,,3021.8
Mortality,Black,Both Sexes,1916,,2940.3
Mortality,Black,Both Sexes,1917,,3069.6
Mortality,Black,Both Sexes,1918,,3411.9
Mortality,Black,Both Sexes,1919,,2648.5
Mortality,Black,Both Sexes,1920,,2743.3
Mortality,Black,Both Sexes,1921,,2459.8
Mortality,Black,Both Sexes,1922,,2507.8
Mortality,Black,Both Sexes,1923,,2717.8
Mortality,Black,Both Sexes,1924,,2806.5
Mortality,Black,Both Sexes,1925,,2858.7
Mortality,Black,Both Sexes,1926,,2906.0
Mortality,Black,Both Sexes,1927,,2676.2
Mortality,Black,Both Sexes,1928,,2835.5
Mortality,Black,Both Sexes,1929,,2832.6
Mortality,Black,Both Sexes,1930,,2682.9
Mortality,Black,Both Sexes,1931,,2516.0
Mortality,Black,Both Sexes,1932,,2397.3
Mortality,Black,Both Sexes,1933,,2307.9
Mortality,Black,Both Sexes,1934,,2386.5
Mortality,Black,Both Sexes,1935,,2316.0
Mortality,Black,Both Sexes,1936,,2496.6
Mortality,Black,Both Sexes,1937,,2374.0
Mortality,Black,Both Sexes,1938,,2217.2
Mortality,Black,Both Sexes,1939,,2157.0
Mortality,Black,Both Sexes,1940,,2254.1
Mortality,Black,Both Sexes,1941,,2142.8
Mortality,Black,Both Sexes,1942,,1988.9
Mortality,Black,Both Sexes,1943,,2006.9
Mortality,Black,Both Sexes,1944,,1904.5
Mortality,Black,Both Sexes,1945,,1808.8
Mortality,Black,Both Sexes,1946,,1711.7
Mortality,Black,Both Sexes,1947,,1749.7
Mortality,Black,Both Sexes,1948,,1766.9
Mortality,Black,Both Sexes,1949,,1739.9
Mortality,Black,Both Sexes,1950,,1757.6
Mortality,Black,Both Sexes,1951,,1698.2
Mortality,Black,Both Sexes,1952,,1671.3
Mortality,Black,Both Sexes,1953,,1641.2
Mortality,Black,Both Sexes,1954,,1514.8
Mortality,Black,Both Sexes,1955,,1510.2
Mortality,Black,Both Sexes,1956,,1519.2
Mortality,Black,Both Sexes,1957,,1571.7
Mortality,Black,Both Sexes,1958,,1552.1
Mortality,Black,Both Sexes,1959,,1504.4
Mortality,Black,Both Sexes,1960,,1549.0
Mortality,Black,Both Sexes,1961,,1492.2
Mortality,Black,Both Sexes,1962,,1532.0
Mortality,Black,Both Sexes,1963,,1581.5
Mortality,Black,Both Sexes,1964,,1507.1
Mortality,Black,Both Sexes,1965,,1508.9
Mortality,Black,Both Sexes,1966,,1529.7
Mortality,Black,Both Sexes,1967,,1466.9
Mortality,Black,Both Sexes,1968,,1615.6
Mortality,Black,Both Sexes,1969,,1570.4
Mortality,Black,Both Sexes,1970,,1518.1
Mortality,Black,Both Sexes,1971,,1481.3
Mortality,Black,Both Sexes,1972,,1486.3
Mortality,Black,Both Sexes,1973,,1473.3
Mortality,Black,Both Sexes,1974,,1397.7
Mortality,Black,Both Sexes,1975,,1327.5
Mortality,Black,Both Sexes,1976,,1311.2
Mortality,Black,Both Sexes,1977,,1286.0
Mortality,Black,Both Sexes,1978,,1267.7
Mortality,Black,Both Sexes,1979,,1238.5
Mortality,Black,Both Sexes,1980,,1312.9
Mortality,Black,Both Sexes,1981,,1256.5
Mortality,Black,Both Sexes,1982,,1220.1
Mortality,Black,Both Sexes,1983,,1239.8
Mortality,Black,Both Sexes,1984,,1234.5
Mortality,Black,Both Sexes,1985,,1259.1
Mortality,Black,Both Sexes,1986,,1264.6
Mortality,Black,Both Sexes,1987,,1260.9
Mortality,Black,Both Sexes,1988,,1281.9
Mortality,Black,Both Sexes,1989,,1273.5
Mortality,Black,Both Sexes,1990,,1248.5
Mortality,Black,Both Sexes,1991,,1233.6
Mortality,Black,Both Sexes,1992,,1205.3
Mortality,Black,Both Sexes,1993,,1240.2
Mortality,Black,Both Sexes,1994,,1216.2
Mortality,Black,Both Sexes,1995,,1213.6
Mortality,Black,Both Sexes,1996,,1177.6
Mortality,Black,Both Sexes,1997,,1139.2
Mortality,Black,Both Sexes,1998,,1127.1
Mortality,Black,Both Sexes,1999,,1135.7
Mortality,Black,Both Sexes,2000,,1121.4
Mortality,Black,Both Sexes,2001,,1106.2
Mortality,Black,Both Sexes,2002,,1097.3
Mortality,Black,Both Sexes,2003,,1080.5
Mortality,Black,Both Sexes,2004,,1043.8
Mortality,Black,Both Sexes,2005,,1035.1
Mortality,Black,Both Sexes,2006,,997.9
Mortality,Black,Both Sexes,2007,,972.0
Mortality,Black,Both Sexes,2008,,947.6
Mortality,Black,Both Sexes,2009,,912.8
Mortality,Black,Both Sexes,2010,,898.2
Mortality,Black,Both Sexes,2011,,877.1
Mortality,Black,Both Sexes,2012,,864.8
Mortality,Black,Both Sexes,2013,,860.8
Mortality,Black,Female,1900,,3308.0
Mortality,Black,Female,1901,,3167.2
Mortality,Black,Female,1902,,3003.4
Mortality,Black,Female,1903,,3210.9
Mortality,Black,Female,1904,,3362.4
Mortality,Black,Female,1905,,3247.5
Mortality,Black,Female,1906,,3115.4
Mortality,Black,Female,1907,,3179.3
Mortality,Black,Female,1908,,2963.6
Mortality,Black,Female,1909,,2875.6
Mortality,Black,Female,1910,,2875.3
Mortality,Black,Female,1911,,2899.8
Mortality,Black,Female,1912,,2807.7
Mortality,Black,Female,1913,,2802.7
Mortality,Black,Female,1914,,2810.1
Mortality,Black,Female,1915,,2948.8
Mortality,Black,Female,1916,,2853.6
Mortality,Black,Female,1917,,2970.6
Mortality,Black,Female,1918,,3304.3
Mortality,Black,Female,1919,,2663.2
Mortality,Black,Female,1920,,2756.2
Mortality,Black,Female,1921,,2475.0
Mortality,Black,Female,1922,,2476.1
Mortality,Black,Female,1923,,2657.8
Mortality,Black,Female,1924,,2693.2
Mortality,Black,Female,1925,,2741.9
Mortality,Black,Female,1926,,2778.0
Mortality,Black,Female,1927,,2565.5
Mortality,Black,Female,1928,,2703.1
Mortality,Black,Female,1929,,2664.8
Mortality,Black,Female,1930,,2530.1
Mortality,Black,Female,1931,,2362.8
Mortality,Black,Female,1932,,2256.1
Mortality,Black,Female,1933,,2174.1
Mortality,Black,Female,1934,,2213.4
Mortality,Black,Female,1935,,2136.5
Mortality,Black,Female,1936,,2278.7
Mortality,Black,Female,1937,,2158.5
Mortality,Black,Female,1938,,2057.1
Mortality,Black,Female,1939,,1992.4
Mortality,Black,Female,1940,,2057.5
Mortality,Black,Female,1941,,1945.9
Mortality,Black,Female,1942,,1803.7
Mortality,Black,Female,1943,,1837.6
Mortality,Black,Female,1944,,1733.6
Mortality,Black,Female,1945,,1634.8
Mortality,Black,Female,1946,,1556.8
Mortality,Black,Female,1947,,1586.1
Mortality,Black,Female,1948,,1580.0
Mortality,Black,Female,1949,,1572.2
Mortality,Black,Female,1950,,1574.1
Mortality,Black,Female,1951,,1508.3
Mortality,Black,Female,1952,,1465.0
Mortality,Black,Female,1953,,1434.3
Mortality,Black,Female,1954,,1326.3
Mortality,Black,Female,1955,,1326.7
Mortality,Black,Female,1956,,1331.9
Mortality,Black,Female,1957,,1374.6
Mortality,Black,Female,1958,,1354.6
Mortality,Black,Female,1959,,1305.0
Mortality,Black,Female,1960,,1340.5
Mortality,Black,Female,1961,,1295.9
Mortality,Black,Female,1962,,1324.5
Mortality,Black,Female,1963,,1347.8
Mortality,Black,Female,1964,,1284.1
Mortality,Black,Female,1965,,1266.0
Mortality,Black,Female,1966,,1274.6
Mortality,Black,Female,1967,,1209.7
Mortality,Black,Female,1968,,1325.6
Mortality,Black,Female,1969,,1274.9
Mortality,Black,Female,1970,,1228.7
Mortality,Black,Female,1971,,1196.8
Mortality,Black,Female,1972,,1181.2
Mortality,Black,Female,1973,,1179.7
Mortality,Black,Female,1974,,1109.7
Mortality,Black,Female,1975,,1042.4
Mortality,Black,Female,1976,,1031.2
Mortality,Black,Female,1977,,1012.2
Mortality,Black,Female,1978,,995.1
Mortality,Black,Female,1979,,967.1
Mortality,Black,Female,1980,,1031.8
Mortality,Black,Female,1981,,985.7
Mortality,Black,Female,1982,,958.8
Mortality,Black,Female,1983,,980.2
Mortality,Black,Female,1984,,974.9
Mortality,Black,Female,1985,,992.2
Mortality,Black,Female,1986,,992.7
Mortality,Black,Female,1987,,988.4
Mortality,Black,Female,1988,,1005.4
Mortality,Black,Female,1989,,995.8
Mortality,Black,Female,1990,,973.6
Mortality,Black,Female,1991,,961.8
Mortality,Black,Female,1992,,941.4
Mortality,Black,Female,1993,,968.6
Mortality,Black,Female,1994,,954.0
Mortality,Black,Female,1995,,955.7
Mortality,Black,Female,1996,,939.6
Mortality,Black,Female,1997,,921.6
Mortality,Black,Female,1998,,921.0
Mortality,Black,Female,1999,,933.6
Mortality,Black,Female,2000,,927.6
Mortality,Black,Female,2001,,917.9
Mortality,Black,Female,2002,,913.5
Mortality,Black,Female,2003,,898.3
Mortality,Black,Female,2004,,869.8
Mortality,Black,Female,2005,,862.7
Mortality,Black,Female,2006,,828.4
Mortality,Black,Female,2007,,808.1
Mortality,Black,Female,2008,,792.0
Mortality,Black,Female,2009,,763.3
Mortality,Black,Female,2010,,752.5
Mortality,Black,Female,2011,,739.8
Mortality,Black,Female,2012,,723.9
Mortality,Black,Female,2013,,720.6
Mortality,Black,Male,1900,,3576.5
Mortality,Black,Male,1901,,3524.8
Mortality,Black,Male,1902,,3399.8
Mortality,Black,Male,1903,,3546.5
Mortality,Black,Male,1904,,3845.7
Mortality,Black,Male,1905,,3654.7
Mortality,Black,Male,1906,,3341.0
Mortality,Black,Male,1907,,3408.1
Mortality,Black,Male,1908,,3140.0
Mortality,Black,Male,1909,,3149.0
Mortality,Black,Male,1910,,3087.5
Mortality,Black,Male,1911,,3094.2
Mortality,Black,Male,1912,,3114.2
Mortality,Black,Male,1913,,3011.9
Mortality,Black,Male,1914,,3017.4
Mortality,Black,Male,1915,,3104.1
Mortality,Black,Male,1916,,3035.1
Mortality,Black,Male,1917,,3172.8
Mortality,Black,Male,1918,,3532.5
Mortality,Black,Male,1919,,2650.0
Mortality,Black,Male,1920,,2748.4
Mortality,Black,Male,1921,,2461.2
Mortality,Black,Male,1922,,2560.4
Mortality,Black,Male,1923,,2803.9
Mortality,Black,Male,1924,,2947.0
Mortality,Black,Male,1925,,3000.7
Mortality,Black,Male,1926,,3054.7
Mortality,Black,Male,1927,,2801.1
Mortality,Black,Male,1928,,2980.3
Mortality,Black,Male,1929,,3012.6
Mortality,Black,Male,1930,,2845.5
Mortality,Black,Male,1931,,2680.3
Mortality,Black,Male,1932,,2550.0
Mortality,Black,Male,1933,,2452.1
Mortality,Black,Male,1934,,2567.5
Mortality,Black,Male,1935,,2502.9
Mortality,Black,Male,1936,,2722.4
Mortality,Black,Male,1937,,2596.1
Mortality,Black,Male,1938,,2384.3
Mortality,Black,Male,1939,,2328.1
Mortality,Black,Male,1940,,2458.9
Mortality,Black,Male,1941,,2351.1
Mortality,Black,Male,1942,,2187.8
Mortality,Black,Male,1943,,2189.9
Mortality,Black,Male,1944,,2084.9
Mortality,Black,Male,1945,,2002.7
Mortality,Black,Male,1946,,1878.6
Mortality,Black,Male,1947,,1922.8
Mortality,Black,Male,1948,,1954.3
Mortality,Black,Male,1949,,1915.4
Mortality,Black,Male,1950,,1949.5
Mortality,Black,Male,1951,,1903.4
Mortality,Black,Male,1952,,1894.1
Mortality,Black,Male,1953,,1863.1
Mortality,Black,Male,1954,,1726.6
Mortality,Black,Male,1955,,1707.5
Mortality,Black,Male,1956,,1724.1
Mortality,Black,Male,1957,,1797.0
Mortality,Black,Male,1958,,1779.2
Mortality,Black,Male,1959,,1724.7
Mortality,Black,Male,1960,,1777.6
Mortality,Black,Male,1961,,1713.3
Mortality,Black,Male,1962,,1775.4
Mortality,Black,Male,1963,,1859.0
Mortality,Black,Male,1964,,1768.1
Mortality,Black,Male,1965,,1791.0
Mortality,Black,Male,1966,,1832.4
Mortality,Black,Male,1967,,1767.2
Mortality,Black,Male,1968,,1976.8
Mortality,Black,Male,1969,,1934.4
Mortality,Black,Male,1970,,1873.9
Mortality,Black,Male,1971,,1836.1
Mortality,Black,Male,1972,,1871.8
Mortality,Black,Male,1973,,1849.5
Mortality,Black,Male,1974,,1769.5
Mortality,Black,Male,1975,,1697.0
Mortality,Black,Male,1976,,1676.0
Mortality,Black,Male,1977,,1647.9
Mortality,Black,Male,1978,,1626.9
Mortality,Black,Male,1979,,1601.5
Mortality,Black,Male,1980,,1695.5
Mortality,Black,Male,1981,,1626.6
Mortality,Black,Male,1982,,1580.0
Mortality,Black,Male,1983,,1600.5
Mortality,Black,Male,1984,,1597.1
Mortality,Black,Male,1985,,1632.9
Mortality,Black,Male,1986,,1648.4
Mortality,Black,Male,1987,,1646.3
Mortality,Black,Male,1988,,1673.1
Mortality,Black,Male,1989,,1666.1
Mortality,Black,Male,1990,,1642.4
Mortality,Black,Male,1991,,1624.1
Mortality,Black,Male,1992,,1586.2
Mortality,Black,Male,1993,,1631.1
Mortality,Black,Male,1994,,1591.9
Mortality,Black,Male,1995,,1585.2
Mortality,Black,Male,1996,,1523.2
Mortality,Black,Male,1997,,1458.2
Mortality,Black,Male,1998,,1429.8
Mortality,Black,Male,1999,,1432.6
Mortality,Black,Male,2000,,1403.5
Mortality,Black,Male,2001,,1380.5
Mortality,Black,Male,2002,,1364.8
Mortality,Black,Male,2003,,1343.5
Mortality,Black,Male,2004,,1296.9
Mortality,Black,Male,2005,,1281.3
Mortality,Black,Male,2006,,1239.5
Mortality,Black,Male,2007,,1204.8
Mortality,Black,Male,2008,,1168.0
Mortality,Black,Male,2009,,1123.1
Mortality,Black,Male,2010,,1104.0
Mortality,Black,Male,2011,,1067.1
Mortality,Black,Male,2012,,1058.6
Mortality,Black,Male,2013,,1052.8
Mortality,White,Both Sexes,1900,,2501.2
Mortality,White,Both Sexes,1901,,2456.2
Mortality,White,Both Sexes,1902,,2284.3
Mortality,White,Both Sexes,1903,,2359.8
Mortality,White,Both Sexes,1904,,2481.9
Mortality,White,Both Sexes,1905,,2404.1
Mortality,White,Both Sexes,1906,,2374.8
Mortality,White,Both Sexes,1907,,2470.8
Mortality,White,Both Sexes,1908,,2278.1
Mortality,White,Both Sexes,1909,,2228.5
Mortality,White,Both Sexes,1910,,2299.4
Mortality,White,Both Sexes,1911,,2221.3
Mortality,White,Both Sexes,1912,,2187.9
Mortality,White,Both Sexes,1913,,2176.7
Mortality,White,Both Sexes,1914,,2116.8
Mortality,White,Both Sexes,1915,,2139.4
Mortality,White,Both Sexes,1916,,2223.9
Mortality,White,Both Sexes,1917,,2221.5
Mortality,White,Both Sexes,1918,,2477.7
Mortality,White,Both Sexes,1919,,2005.6
Mortality,White,Both Sexes,1920,,2096.3
Mortality,White,Both Sexes,1921,,1914.9
Mortality,White,Both Sexes,1922,,2004.4
Mortality,White,Both Sexes,1923,,2087.0
Mortality,White,Both Sexes,1924,,1968.7
Mortality,White,Both Sexes,1925,,1999.1
Mortality,White,Both Sexes,1926,,2078.8
Mortality,White,Both Sexes,1927,,1925.6
Mortality,White,Both Sexes,1928,,2053.0
Mortality,White,Both Sexes,1929,,2006.8
Mortality,White,Both Sexes,1930,,1870.7
Mortality,White,Both Sexes,1931,,1832.5
Mortality,White,Both Sexes,1932,,1845.1
Mortality,White,Both Sexes,1933,,1800.5
Mortality,White,Both Sexes,1934,,1834.0
Mortality,White,Both Sexes,1935,,1809.9
Mortality,White,Both Sexes,1936,,1906.6
Mortality,White,Both Sexes,1937,,1829.1
Mortality,White,Both Sexes,1938,,1714.8
Mortality,White,Both Sexes,1939,,1724.0
Mortality,White,Both Sexes,1940,,1735.3
Mortality,White,Both Sexes,1941,,1645.0
Mortality,White,Both Sexes,1942,,1594.8
Mortality,White,Both Sexes,1943,,1665.8
Mortality,White,Both Sexes,1944,,1582.8
Mortality,White,Both Sexes,1945,,1544.3
Mortality,White,Both Sexes,1946,,1505.0
Mortality,White,Both Sexes,1947,,1503.5
Mortality,White,Both Sexes,1948,,1469.9
Mortality,White,Both Sexes,1949,,1424.3
Mortality,White,Both Sexes,1950,,1410.8
Mortality,White,Both Sexes,1951,,1391.0
Mortality,White,Both Sexes,1952,,1361.7
Mortality,White,Both Sexes,1953,,1354.6
Mortality,White,Both Sexes,1954,,1288.6
Mortality,White,Both Sexes,1955,,1308.3
Mortality,White,Both Sexes,1956,,1309.0
Mortality,White,Both Sexes,1957,,1328.7
Mortality,White,Both Sexes,1958,,1316.3
Mortality,White,Both Sexes,1959,,1291.9
Mortality,White,Both Sexes,1960,,1311.3
Mortality,White,Both Sexes,1961,,1272.2
Mortality,White,Both Sexes,1962,,1292.4
Mortality,White,Both Sexes,1963,,1312.5
Mortality,White,Both Sexes,1964,,1275.2
Mortality,White,Both Sexes,1965,,1278.3
Mortality,White,Both Sexes,1966,,1278.7
Mortality,White,Both Sexes,1967,,1246.4
Mortality,White,Both Sexes,1968,,1271.4
Mortality,White,Both Sexes,1969,,1240.2
Mortality,White,Both Sexes,1970,,1193.3
Mortality,White,Both Sexes,1971,,1183.8
Mortality,White,Both Sexes,1972,,1185.3
Mortality,White,Both Sexes,1973,,1171.5
Mortality,White,Both Sexes,1974,,1125.2
Mortality,White,Both Sexes,1975,,1069.4
Mortality,White,Both Sexes,1976,,1060.0
Mortality,White,Both Sexes,1977,,1027.1
Mortality,White,Both Sexes,1978,,1020.1
Mortality,White,Both Sexes,1979,,986.8
Mortality,White,Both Sexes,1980,,1012.5
Mortality,White,Both Sexes,1981,,984.0
Mortality,White,Both Sexes,1982,,963.5
Mortality,White,Both Sexes,1983,,967.4
Mortality,White,Both Sexes,1984,,959.4
Mortality,White,Both Sexes,1985,,963.4
Mortality,White,Both Sexes,1986,,952.8
Mortality,White,Both Sexes,1987,,943.2
Mortality,White,Both Sexes,1988,,947.2
Mortality,White,Both Sexes,1989,,919.8
Mortality,White,Both Sexes,1990,,909.2
Mortality,White,Both Sexes,1991,,893.0
Mortality,White,Both Sexes,1992,,877.5
Mortality,White,Both Sexes,1993,,896.8
Mortality,White,Both Sexes,1994,,885.3
Mortality,White,Both Sexes,1995,,882.0
Mortality,White,Both Sexes,1996,,868.7
Mortality,White,Both Sexes,1997,,855.4
Mortality,White,Both Sexes,1998,,848.9
Mortality,White,Both Sexes,1999,,854.6
Mortality,White,Both Sexes,2000,,849.8
Mortality,White,Both Sexes,2001,,840.7
Mortality,White,Both Sexes,2002,,839.0
Mortality,White,Both Sexes,2003,,827.1
Mortality,White,Both Sexes,2004,,798.5
Mortality,White,Both Sexes,2005,,801.1
Mortality,White,Both Sexes,2006,,779.3
Mortality,White,Both Sexes,2007,,764.3
Mortality,White,Both Sexes,2008,,767.2
Mortality,White,Both Sexes,2009,,742.8
Mortality,White,Both Sexes,2010,,741.8
Mortality,White,Both Sexes,2011,,738.8
Mortality,White,Both Sexes,2012,,730.9
Mortality,White,Both Sexes,2013,,731.0
Mortality,White,Female,1900,,2394.0
Mortality,White,Female,1901,,2334.7
Mortality,White,Female,1902,,2146.4
Mortality,White,Female,1903,,2231.5
Mortality,White,Female,1904,,2339.7
Mortality,White,Female,1905,,2269.0
Mortality,White,Female,1906,,2220.8
Mortality,White,Female,1907,,2303.8
Mortality,White,Female,1908,,2141.8
Mortality,White,Female,1909,,2092.1
Mortality,White,Female,1910,,2154.0
Mortality,White,Female,1911,,2088.3
Mortality,White,Female,1912,,2045.1
Mortality,White,Female,1913,,2027.6
Mortality,White,Female,1914,,1976.1
Mortality,White,Female,1915,,2008.4
Mortality,White,Female,1916,,2078.3
Mortality,White,Female,1917,,2063.3
Mortality,White,Female,1918,,2274.9
Mortality,White,Female,1919,,1915.1
Mortality,White,Female,1920,,2025.9
Mortality,White,Female,1921,,1842.3
Mortality,White,Female,1922,,1917.7
Mortality,White,Female,1923,,1995.9
Mortality,White,Female,1924,,1860.6
Mortality,White,Female,1925,,1890.5
Mortality,White,Female,1926,,1963.8
